Left X , Left Y , Left Z , Left Diameter , Right X , Right Y , Right Z , Right Diameter ,TimeStamp
0.49,0.62,0.41,2.65,0.44,0.6,0.42,2.95,242538534
0.49,0.63,0.41,2.74,0.44,0.61,0.42,2.96,242549637
0.49,0.64,0.41,2.71,0.45,0.61,0.42,2.98,242560741
0.46,0.55,0.41,2.49,0.47,0.6,0.42,2.97,242571844
0.48,0.57,0.41,2.48,0.48,0.61,0.42,2.97,242582947
0.49,0.58,0.41,2.5,0.49,0.61,0.42,2.96,242594050
0.52,0.61,0.41,2.59,0.48,0.61,0.42,2.97,242605153
0.53,0.61,0.41,2.65,0.48,0.6,0.42,2.96,242616256
0.53,0.61,0.41,2.66,0.48,0.6,0.42,2.97,242627359
0.48,0.57,0.41,2.55,0.49,0.6,0.42,2.96,242638462
0.5,0.57,0.41,2.49,0.49,0.6,0.42,2.96,242649566
0.5,0.57,0.41,2.49,0.49,0.6,0.42,2.96,242660669
0.52,0.57,0.41,2.51,0.49,0.6,0.42,2.97,242671772
0.51,0.57,0.41,2.51,0.49,0.6,0.42,2.97,242682875
0.52,0.57,0.41,2.51,0.48,0.6,0.42,2.96,242693978
0.5,0.56,0.41,2.45,0.48,0.6,0.42,2.95,242705081
0.51,0.55,0.41,2.44,0.49,0.6,0.42,2.95,242716184
0.52,0.57,0.41,2.47,0.49,0.6,0.42,2.96,242727287
0.53,0.57,0.41,2.51,0.48,0.59,0.42,2.97,242738391
0.53,0.58,0.41,2.6,0.48,0.59,0.42,2.98,242749494
0.52,0.57,0.41,2.55,0.48,0.59,0.42,2.97,242760597
0.52,0.61,0.41,2.64,0.48,0.59,0.42,2.96,242771700
0.52,0.6,0.41,2.56,0.49,0.59,0.42,2.95,242782803
0.52,0.6,0.41,2.57,0.48,0.6,0.42,2.95,242793906
0.5,0.56,0.41,2.49,0.49,0.61,0.42,2.96,242805009
0.49,0.56,0.41,2.52,0.48,0.61,0.42,2.96,242816112
0.48,0.55,0.41,2.49,0.48,0.6,0.42,2.97,242827216
0.48,0.55,0.41,2.5,0.48,0.6,0.42,2.97,242838319
0.49,0.56,0.41,2.46,0.48,0.59,0.42,2.96,242849422
0.5,0.56,0.41,2.47,0.49,0.59,0.42,2.95,242860525
0.5,0.56,0.41,2.46,0.49,0.59,0.42,2.95,242871628
0.51,0.56,0.41,2.46,0.51,0.6,0.42,2.95,242882731
0.52,0.56,0.41,2.46,0.53,0.61,0.42,2.95,242893834
0.52,0.56,0.42,2.46,0.53,0.61,0.42,2.95,242904937
0.51,0.57,0.42,2.49,0.53,0.61,0.42,2.97,242916041
0.52,0.58,0.42,2.51,0.53,0.62,0.42,2.98,242927144
0.56,0.57,0.42,2.59,0.52,0.61,0.42,3,242938247
0.56,0.55,0.42,2.49,0.52,0.61,0.42,2.99,242949350
0.55,0.55,0.42,2.48,0.52,0.6,0.42,2.98,242960453
0.55,0.54,0.42,2.45,0.52,0.59,0.42,2.97,242971556
0.54,0.56,0.42,2.48,0.52,0.6,0.42,2.98,242982659
0.55,0.55,0.42,2.47,0.52,0.59,0.42,2.99,242993762
0.52,0.57,0.42,2.48,0.52,0.6,0.42,2.99,243004866
0.51,0.57,0.42,2.53,0.53,0.59,0.42,2.99,243015969
0.51,0.58,0.42,2.54,0.53,0.59,0.42,2.99,243027072
0.52,0.57,0.42,2.52,0.53,0.58,0.42,2.99,243038175
0.52,0.57,0.42,2.52,0.53,0.59,0.42,3,243049278
0.52,0.57,0.42,2.52,0.52,0.59,0.42,3,243060381
0.52,0.56,0.42,2.51,0.52,0.6,0.42,3,243071484
0.53,0.55,0.42,2.46,0.52,0.61,0.42,3,243082587
0.53,0.56,0.42,2.46,0.52,0.61,0.42,3,243093691
0.53,0.56,0.42,2.48,0.53,0.61,0.42,3.02,243104794
0.52,0.58,0.42,2.55,0.53,0.62,0.42,3.02,243115897
0.53,0.57,0.42,2.55,0.52,0.62,0.42,3.01,243127000
0.54,0.57,0.42,2.52,0.53,0.62,0.42,2.98,243138103
0.54,0.57,0.42,2.48,0.52,0.61,0.42,2.99,243149206
0.53,0.56,0.42,2.4,0.53,0.61,0.42,3.01,243160309
0.51,0.56,0.42,2.4,0.52,0.6,0.42,3.03,243171412
0.52,0.55,0.42,2.4,0.52,0.59,0.42,3.01,243182516
0.54,0.58,0.41,2.49,0.52,0.59,0.42,3,243193619
0.55,0.57,0.41,2.49,0.52,0.58,0.42,3,243204722
0.55,0.59,0.41,2.5,0.52,0.59,0.42,3.01,243215825
0.54,0.57,0.41,2.46,0.52,0.59,0.42,3.01,243226928
0.54,0.58,0.41,2.48,0.52,0.59,0.42,3,243238031
0.54,0.57,0.41,2.47,0.52,0.59,0.42,3,243249134
0.54,0.57,0.41,2.48,0.52,0.59,0.42,3,243260237
0.54,0.56,0.41,2.47,0.52,0.6,0.42,3.01,243271341
0.53,0.58,0.41,2.49,0.52,0.6,0.42,3.01,243282444
0.54,0.58,0.41,2.5,0.52,0.6,0.41,3,243293547
0.53,0.58,0.41,2.5,0.52,0.6,0.41,3.01,243304650
0.54,0.56,0.41,2.47,0.52,0.59,0.41,3,243315753
0.54,0.56,0.41,2.46,0.52,0.59,0.41,3.01,243326856
0.53,0.56,0.41,2.47,0.52,0.59,0.41,3,243337959
0.52,0.57,0.41,2.46,0.51,0.61,0.41,3,243349062
0.52,0.57,0.41,2.46,0.52,0.61,0.41,3.01,243360166
0.53,0.57,0.41,2.45,0.53,0.62,0.41,3.01,243371269
0.53,0.57,0.41,2.46,0.52,0.63,0.41,3.05,243382372
0.53,0.57,0.41,2.48,0.52,0.62,0.41,3.03,243393475
0.57,0.62,0.41,2.6,0.51,0.6,0.41,3.05,243404578
0.56,0.6,0.41,2.6,0.52,0.6,0.41,3.01,243415681
0.56,0.6,0.41,2.59,0.52,0.61,0.41,3.02,243426784
